,Epoch,Iteration,Accuracy,Loss
0,5,0,1.0,1.6506457328796387
0,5,1,1.0,1.6341423988342285
0,5,2,1.0,1.5598206520080566
0,5,0,1.0,1.6027511358261108
0,5,1,1.0,1.5779030323028564
0,5,2,1.0,1.5715888738632202
0,5,3,1.0,1.5690442323684692
0,5,4,1.0,1.5871961116790771
0,5,5,1.0,1.577392339706421
0,5,6,1.0,1.576711654663086
0,5,7,1.0,1.6180684566497803
0,5,8,1.0,1.5542997121810913
0,5,9,1.0,1.5622321367263794
0,5,10,1.0,1.5794349908828735
0,5,11,1.0,1.6013898849487305
0,5,12,1.0,1.5982592105865479
0,5,13,1.0,1.600258469581604
0,5,14,1.0,1.5694235563278198
0,5,15,1.0,1.5939819812774658
0,5,16,1.0,1.6163498163223267
0,5,17,1.0,1.5986926555633545
0,5,18,1.0,1.5959869623184204
0,6,0,1.0,1.6147812604904175
0,6,1,1.0,1.596084713935852
0,6,2,1.0,1.5380656719207764
0,6,0,1.0,1.578925371170044
0,6,1,1.0,1.5593533515930176
0,6,2,1.0,1.5546255111694336
0,6,3,1.0,1.5537773370742798
0,6,4,1.0,1.5665009021759033
0,6,5,1.0,1.5573108196258545
0,6,6,1.0,1.5608848333358765
0,6,7,1.0,1.5974764823913574
0,6,8,1.0,1.5335052013397217
0,6,9,1.0,1.5419141054153442
0,6,10,1.0,1.5579915046691895
0,6,11,1.0,1.5753514766693115
0,6,12,1.0,1.5758928060531616
0,6,13,1.0,1.5792241096496582
0,6,14,1.0,1.5457075834274292
0,6,15,1.0,1.5697236061096191
0,6,16,1.0,1.5954525470733643
0,6,17,1.0,1.5742530822753906
0,6,18,1.0,1.571676254272461
0,7,0,1.0,1.5882294178009033
0,7,1,1.0,1.5689260959625244
0,7,2,1.0,1.5211070775985718
0,7,0,1.0,1.5574811697006226
0,7,1,1.0,1.543695330619812
0,7,2,1.0,1.5403755903244019
0,7,3,1.0,1.541054129600525
0,7,4,1.0,1.5498758554458618
0,7,5,1.0,1.541482925415039
0,7,6,1.0,1.547269582748413
0,7,7,1.0,1.5792665481567383
0,7,8,1.0,1.520615577697754
0,7,9,1.0,1.5258638858795166
0,7,10,1.0,1.5396111011505127
0,7,11,1.0,1.5549280643463135
0,7,12,1.0,1.5545498132705688
0,7,13,1.0,1.5615816116333008
0,7,14,1.0,1.528005838394165
0,7,15,1.0,1.55191171169281
0,7,16,1.0,1.5781515836715698
0,7,17,1.0,1.556218147277832
0,7,18,1.0,1.5504683256149292
0,8,0,1.0,1.5659867525100708
0,8,1,1.0,1.5528383255004883
0,8,2,1.0,1.513569951057434
0,8,0,1.0,1.5421619415283203
0,8,1,1.0,1.532120943069458
0,8,2,1.0,1.5269721746444702
0,8,3,1.0,1.531213402748108
0,8,4,1.0,1.5366415977478027
0,8,5,1.0,1.5283764600753784
0,8,6,1.0,1.536035418510437
0,8,7,1.0,1.5632655620574951
0,8,8,1.0,1.5090998411178589
0,8,9,1.0,1.5137404203414917
0,8,10,1.0,1.5249723196029663
0,8,11,1.0,1.5390986204147339
0,8,12,1.0,1.5386685132980347
0,8,13,1.0,1.5459719896316528
0,8,14,1.0,1.5140835046768188
0,8,15,1.0,1.5368114709854126
0,8,16,1.0,1.5620466470718384
0,8,17,1.0,1.5423943996429443
0,8,18,1.0,1.5352929830551147
0,9,0,1.0,1.5490864515304565
0,9,1,1.0,1.5379582643508911
0,9,2,1.0,1.4991798400878906
0,9,0,1.0,1.5263346433639526
0,9,1,1.0,1.5198673009872437
0,9,2,1.0,1.513570785522461
0,9,3,1.0,1.5215439796447754
0,9,4,1.0,1.5227315425872803
0,9,5,1.0,1.5137404203414917
0,9,6,1.0,1.524292230606079
0,9,7,1.0,1.5481194257736206
0,9,8,1.0,1.4991321563720703
0,9,9,1.0,1.5024710893630981
0,9,10,1.0,1.5111874341964722
0,9,11,1.0,1.5213990211486816
0,9,12,1.0,1.522448182106018
0,9,13,1.0,1.5295170545578003
0,9,14,1.0,1.5001634359359741
0,9,15,1.0,1.5229010581970215
0,9,16,1.0,1.5461164712905884
0,9,17,1.0,1.528067708015442
0,9,18,1.0,1.5206375122070312
