,Epoch,Iteration,Accuracy,Loss,Top3
0,0,0,0.25,447.2139587402344,0.5
0,0,1,0.0,24.26486587524414,0.125
0,0,2,0.125,24.26486587524414,0.25
0,0,3,0.125,24.26486587524414,0.375
0,0,4,0.125,24.26486587524414,0.375
0,0,5,0.125,24.26486587524414,0.375
0,0,6,0.0,24.26486587524414,0.125
0,0,7,0.125,24.26486587524414,0.25
0,0,8,0.125,24.26486587524414,0.375
0,0,9,0.0,24.26486587524414,0.25
0,0,10,0.125,24.26486587524414,0.375
0,0,11,0.125,24.26486587524414,0.25
0,0,12,0.0,24.26486587524414,0.125
0,0,13,0.125,24.26486587524414,0.375
0,0,14,0.125,24.26486587524414,0.375
0,0,15,0.125,24.26486587524414,0.375
0,0,16,0.125,24.26486587524414,0.25
0,0,17,0.0,24.26486587524414,0.125
0,0,18,0.125,24.26486587524414,0.375
0,0,19,0.125,24.26486587524414,0.375
0,0,20,0.125,24.26486587524414,0.375
0,0,21,0.125,24.26486587524414,0.25
0,0,22,0.0,24.26486587524414,0.125
0,0,23,0.125,24.26486587524414,0.375
0,0,24,0.125,24.26486587524414,0.375
0,0,25,0.125,24.26486587524414,0.375
0,0,26,0.125,24.26486587524414,0.25
0,0,27,0.0,24.26486587524414,0.125
0,0,28,0.125,24.26486587524414,0.375
0,0,29,0.125,24.26486587524414,0.375
0,0,30,0.125,24.26486587524414,0.375
0,0,31,0.125,24.26486587524414,0.25
0,0,32,0.0,24.26486587524414,0.125
0,0,33,0.125,24.26486587524414,0.375
0,0,34,0.125,24.26486587524414,0.375
0,0,35,0.125,24.26486587524414,0.375
0,0,36,0.125,24.26486587524414,0.25
0,0,37,0.0,24.26486587524414,0.125
0,0,38,0.125,24.26486587524414,0.375
0,0,39,0.125,24.26486587524414,0.375
0,0,40,0.125,24.26486587524414,0.375
0,0,41,0.125,24.26486587524414,0.25
0,0,42,0.0,24.26486587524414,0.125
0,0,43,0.125,24.26486587524414,0.375
0,0,44,0.125,24.25985336303711,0.375
0,0,45,0.125,24.26486587524414,0.375
0,0,46,0.125,24.26486587524414,0.25
0,0,47,0.0,24.26486587524414,0.125
0,0,48,0.125,24.26486587524414,0.375
0,0,49,0.125,24.26486587524414,0.375
0,0,50,0.125,24.26486587524414,0.375
0,0,51,0.125,24.175073623657227,0.25
0,0,52,0.0,24.26486587524414,0.125
0,0,53,0.125,24.26486587524414,0.375
0,0,54,0.125,24.26486587524414,0.375
0,0,55,0.125,24.26486587524414,0.375
0,0,56,0.125,24.26486587524414,0.25
0,0,57,0.0,24.26486587524414,0.125
0,0,58,0.125,24.26486587524414,0.375
0,0,59,0.125,24.26486587524414,0.375
0,0,60,0.125,24.26486587524414,0.375
0,0,61,0.125,24.076520919799805,0.375
0,0,62,0.0,21.569107055664062,0.125
0,0,63,0.25,92.68909454345703,0.375
0,0,64,0.125,24.26486587524414,0.375
0,0,65,0.125,24.26486587524414,0.375
0,0,66,0.125,24.26486587524414,0.25
0,0,67,0.0,24.26486587524414,0.125
0,0,68,0.125,24.26486587524414,0.375
0,0,69,0.125,24.26486587524414,0.375
0,0,70,0.125,24.26486587524414,0.375
0,0,71,0.125,24.26486587524414,0.25
0,0,72,0.0,24.26486587524414,0.125
0,0,73,0.125,24.26486587524414,0.375
0,0,74,0.125,24.26486587524414,0.375
0,0,75,0.125,24.26486587524414,0.375
0,0,76,0.125,24.26486587524414,0.25
0,0,77,0.0,24.26486587524414,0.125
0,0,78,0.125,24.26486587524414,0.375
0,0,79,0.125,24.26486587524414,0.375
0,0,80,0.125,24.26486587524414,0.375
0,0,81,0.125,24.26486587524414,0.25
0,0,82,0.0,24.26486587524414,0.125
0,0,83,0.125,24.26486587524414,0.375
0,0,84,0.0,24.239826202392578,0.25
0,0,85,0.125,24.26486587524414,0.375
0,0,86,0.125,24.26486587524414,0.25
0,0,87,0.0,24.26486587524414,0.125
0,0,88,0.125,24.26486587524414,0.375
0,0,89,0.125,24.26486587524414,0.375
0,0,90,0.125,24.26486587524414,0.375
0,0,91,0.125,24.26486587524414,0.25
0,0,92,0.0,24.26486587524414,0.125
0,0,93,0.125,24.26486587524414,0.375
0,0,94,0.125,24.26486587524414,0.375
0,0,95,0.125,24.26486587524414,0.375
0,0,96,0.125,24.26486587524414,0.25
0,0,97,0.0,24.26486587524414,0.125
0,0,98,0.125,24.26486587524414,0.375
0,0,99,0.125,24.26486587524414,0.375
0,0,100,0.125,24.26486587524414,0.375
0,0,101,0.125,24.26486587524414,0.25
0,0,102,0.0,24.26486587524414,0.125
0,0,103,0.125,24.26486587524414,0.375
0,0,104,0.125,24.26486587524414,0.375
0,0,105,0.125,24.26486587524414,0.375
0,0,106,0.125,24.26486587524414,0.25
0,0,107,0.0,24.26486587524414,0.125
0,0,108,0.125,24.26486587524414,0.375
0,0,109,0.125,24.26486587524414,0.375
0,0,110,0.125,24.26486587524414,0.375
0,0,111,0.125,24.26486587524414,0.25
0,0,112,0.0,24.26486587524414,0.125
0,0,113,0.0,24.185022354125977,0.25
0,0,114,0.125,24.26486587524414,0.375
0,0,115,0.125,24.26486587524414,0.375
0,0,116,0.125,24.26486587524414,0.25
0,0,117,0.0,24.26486587524414,0.125
0,0,118,0.125,24.26486587524414,0.375
0,0,119,0.125,24.26486587524414,0.375
0,0,120,0.125,24.26486587524414,0.375
0,1,0,0.125,24.26486587524414,0.375
0,1,1,0.0,24.26486587524414,0.125
0,1,2,0.125,24.26486587524414,0.25
0,1,3,0.125,24.26486587524414,0.375
0,1,4,0.125,24.26486587524414,0.375
0,1,5,0.125,24.26486587524414,0.375
0,1,6,0.0,24.26486587524414,0.125
0,1,7,0.125,24.26486587524414,0.25
0,1,8,0.125,24.26486587524414,0.375
0,1,9,0.0,24.26486587524414,0.25
0,1,10,0.125,24.26486587524414,0.375
0,1,11,0.125,24.26486587524414,0.25
0,1,12,0.0,24.26486587524414,0.125
0,1,13,0.125,24.26486587524414,0.375
0,1,14,0.125,24.26486587524414,0.375
0,1,15,0.125,24.26486587524414,0.375
0,1,16,0.125,24.26486587524414,0.25
0,1,17,0.0,24.26486587524414,0.125
0,1,18,0.125,24.26486587524414,0.375
0,1,19,0.125,24.26486587524414,0.375
0,1,20,0.125,24.26486587524414,0.375
0,1,21,0.125,24.26486587524414,0.25
0,1,22,0.0,24.26486587524414,0.125
0,1,23,0.125,24.26486587524414,0.375
0,1,24,0.125,24.26486587524414,0.375
0,1,25,0.125,24.26486587524414,0.375
0,1,26,0.125,24.26486587524414,0.25
0,1,27,0.0,24.26486587524414,0.125
0,1,28,0.125,24.26486587524414,0.375
0,1,29,0.125,24.26486587524414,0.375
0,1,30,0.125,24.26486587524414,0.375
0,1,31,0.125,24.26486587524414,0.25
0,1,32,0.0,24.26486587524414,0.125
0,1,33,0.125,24.26486587524414,0.375
0,1,34,0.125,24.26486587524414,0.375
0,1,35,0.125,24.26486587524414,0.375
0,1,36,0.125,24.26486587524414,0.25
0,1,37,0.0,24.26486587524414,0.125
0,1,38,0.125,24.26486587524414,0.375
0,1,39,0.125,24.26486587524414,0.375
0,1,40,0.125,24.26486587524414,0.375
0,1,41,0.125,24.26486587524414,0.25
0,1,42,0.0,24.26486587524414,0.125
0,1,43,0.125,24.26486587524414,0.375
0,1,44,0.0,24.20024299621582,0.25
0,1,45,0.125,24.26486587524414,0.375
0,1,46,0.125,24.26486587524414,0.25
0,1,47,0.0,24.26486587524414,0.125
0,1,48,0.125,24.26486587524414,0.375
0,1,49,0.125,24.26486587524414,0.375
0,1,50,0.125,24.26486587524414,0.375
0,1,51,0.125,24.175073623657227,0.25
0,1,52,0.0,24.26486587524414,0.125
0,1,53,0.125,24.26486587524414,0.375
0,1,54,0.125,24.26486587524414,0.375
