,Epoch,Iteration,Accuracy,Loss
0,3,29,0.875,1.7491812705993652
0,3,30,0.75,1.7878236770629883
0,3,31,0.75,1.9277242422103882
0,3,32,0.625,1.943483591079712
0,3,33,0.5,1.9716804027557373
0,3,34,0.75,1.9043644666671753
0,3,35,0.5,1.9517112970352173
0,3,36,0.5,2.173417806625366
0,3,37,0.75,2.020077705383301
0,3,38,0.875,1.888495922088623
0,3,39,0.875,1.7849674224853516
0,3,40,0.75,1.7995046377182007
0,3,41,0.875,1.8099335432052612
0,3,42,1.0,1.8188308477401733
0,3,43,0.75,1.847554326057434
0,3,44,0.75,1.7469781637191772
0,3,45,0.75,1.754143476486206
0,3,46,1.0,1.7333966493606567
0,3,47,1.0,1.7350000143051147
0,3,48,0.875,1.72803795337677
0,3,49,1.0,1.8393981456756592
0,3,50,0.625,1.982420802116394
0,4,0,1.0,1.7483766078948975
0,4,1,1.0,1.7892482280731201
0,4,2,1.0,1.7565569877624512
0,4,3,0.375,1.9654709100723267
0,4,4,1.0,1.7973659038543701
0,4,5,1.0,1.7333946228027344
0,4,6,1.0,1.7611993551254272
0,4,7,0.875,1.8945021629333496
0,4,8,0.875,1.882718801498413
0,4,9,1.0,1.8077467679977417
0,4,10,0.875,1.8676886558532715
0,4,11,1.0,1.7949906587600708
0,4,12,1.0,1.887079119682312
0,4,13,0.75,1.9767117500305176
0,4,14,0.875,1.8856078386306763
0,4,15,0.875,1.9050343036651611
0,4,16,0.875,1.9012832641601562
0,4,17,0.875,1.914429783821106
0,4,18,0.875,1.8708152770996094
0,4,19,0.875,1.8703182935714722
0,4,20,0.75,1.792834758758545
0,4,21,0.625,1.8757412433624268
0,4,22,0.875,1.7773170471191406
0,4,23,0.875,1.8778516054153442
0,4,24,0.75,1.8264583349227905
0,4,25,1.0,1.7157634496688843
0,4,26,1.0,1.7427786588668823
0,4,27,0.875,1.7661958932876587
0,4,28,0.75,1.770647644996643
0,4,29,1.0,1.7282819747924805
0,4,30,0.75,1.805428385734558
0,4,31,0.625,1.8942075967788696
0,4,32,0.75,1.939518690109253
0,4,33,0.875,1.9250260591506958
0,4,34,1.0,1.8836212158203125
0,4,35,0.75,1.9198360443115234
0,4,36,0.5,2.1370766162872314
0,4,37,0.75,1.9997646808624268
0,4,38,0.75,1.8678903579711914
0,4,39,1.0,1.7095797061920166
0,4,40,1.0,1.7082372903823853
0,4,41,0.875,1.7902624607086182
0,4,42,0.75,1.818032145500183
0,4,43,0.875,1.7841309309005737
0,4,44,0.875,1.7330448627471924
0,4,45,0.875,1.7326911687850952
0,4,46,1.0,1.7242751121520996
0,4,47,0.875,1.7418478727340698
0,4,48,0.875,1.7138091325759888
0,4,49,0.875,1.8402764797210693
0,4,50,0.75,1.9497742652893066
0,5,0,1.0,1.7422373294830322
0,5,1,1.0,1.7872205972671509
0,5,2,1.0,1.7475111484527588
0,5,3,0.25,1.972259283065796
0,5,4,1.0,1.7689238786697388
0,5,5,1.0,1.7268836498260498
0,5,6,0.875,1.7795813083648682
0,5,7,0.875,1.8764246702194214
0,5,8,1.0,1.8372039794921875
0,5,9,0.75,1.7893158197402954
0,5,10,0.875,1.8561882972717285
0,5,11,1.0,1.7844046354293823
0,5,12,1.0,1.8683295249938965
0,5,13,0.875,1.9456766843795776
0,5,14,0.875,1.8791252374649048
0,5,15,0.875,1.8825339078903198
0,5,16,0.875,1.8825510740280151
0,5,17,0.875,1.8995221853256226
0,5,18,0.875,1.8781986236572266
0,5,19,1.0,1.8194427490234375
0,5,20,0.75,1.7630072832107544
0,5,21,0.5,1.8618505001068115
0,5,22,0.875,1.7555545568466187
0,5,23,0.75,1.8365079164505005
0,5,24,0.875,1.7673295736312866
0,5,25,1.0,1.7125622034072876
0,5,26,1.0,1.734366774559021
0,5,27,0.875,1.7541937828063965
0,5,28,1.0,1.738634467124939
0,5,29,0.875,1.7125595808029175
0,5,30,0.875,1.7677953243255615
0,5,31,0.75,1.8665963411331177
0,5,32,0.75,1.915403962135315
0,5,33,0.875,1.9229326248168945
0,5,34,0.75,1.8376598358154297
0,5,35,0.875,1.9145463705062866
0,5,36,0.375,2.127941131591797
0,5,37,0.875,1.9723830223083496
0,5,38,0.75,1.852776288986206
0,5,39,1.0,1.716797947883606
0,5,40,0.875,1.716915249824524
0,5,41,0.875,1.7866450548171997
0,5,42,0.875,1.807173252105713
0,5,43,0.875,1.7895054817199707
0,5,44,1.0,1.737722635269165
0,5,45,1.0,1.7191393375396729
0,5,46,1.0,1.7301141023635864
0,5,47,1.0,1.7271649837493896
0,5,48,1.0,1.7151209115982056
0,5,49,1.0,1.8318232297897339
0,5,50,0.75,1.9370601177215576
0,6,0,1.0,1.7371925115585327
0,6,1,1.0,1.783162236213684
0,6,2,1.0,1.7699495553970337
0,6,3,0.375,1.9555858373641968
0,6,4,1.0,1.774195909500122
0,6,5,1.0,1.7253376245498657
0,6,6,1.0,1.7535789012908936
0,6,7,0.875,1.849591612815857
0,6,8,1.0,1.8215492963790894
0,6,9,1.0,1.7778507471084595
0,6,10,0.875,1.8270522356033325
0,6,11,1.0,1.7779759168624878
0,6,12,1.0,1.8448258638381958
0,6,13,0.875,1.9146250486373901
0,6,14,0.875,1.8716832399368286
0,6,15,0.875,1.8985304832458496
0,6,16,0.625,1.8800709247589111
0,6,17,0.75,1.888355016708374
0,6,18,0.75,1.8514400720596313
0,6,19,1.0,1.8155957460403442
0,6,20,0.75,1.7819585800170898
0,6,21,0.625,1.8325378894805908
0,6,22,0.875,1.740412712097168
0,6,23,0.75,1.8196271657943726
0,6,24,0.75,1.7777389287948608
0,6,25,1.0,1.6955658197402954
0,6,26,1.0,1.7389267683029175
0,6,27,1.0,1.7504398822784424
0,6,28,1.0,1.7391085624694824
0,6,29,1.0,1.6950960159301758
0,6,30,0.75,1.7612706422805786
0,6,31,0.75,1.8703798055648804
0,6,32,0.625,1.9079508781433105
0,6,33,0.875,1.9021576642990112
0,6,34,0.75,1.8421467542648315
0,6,35,0.625,1.906632900238037
0,6,36,0.625,2.1250388622283936
0,6,37,0.75,1.9908416271209717
0,6,38,0.875,1.8336859941482544
0,6,39,1.0,1.7015635967254639
0,6,40,1.0,1.7035881280899048
0,6,41,0.875,1.789423942565918
0,6,42,1.0,1.800769329071045
0,6,43,0.875,1.785865068435669
0,6,44,1.0,1.7359824180603027
0,6,45,1.0,1.7143644094467163
0,6,46,1.0,1.715269923210144
0,6,47,0.875,1.7234214544296265
0,6,48,1.0,1.727461576461792
0,6,49,0.875,1.8307976722717285
0,6,50,0.75,1.9318737983703613
0,7,0,1.0,1.7409254312515259
0,7,1,1.0,1.776240348815918
0,7,2,0.875,1.7794233560562134
0,7,3,0.5,1.9802337884902954
0,7,4,1.0,1.7659950256347656
0,7,5,1.0,1.7180839776992798
0,7,6,0.875,1.7718702554702759
0,7,7,0.75,1.8661977052688599
0,7,8,1.0,1.825865626335144
0,7,9,0.75,1.7784727811813354
0,7,10,0.875,1.8364431858062744
0,7,11,1.0,1.7826520204544067
0,7,12,1.0,1.851184368133545
0,7,13,0.875,1.9109535217285156
0,7,14,0.875,1.8633981943130493
0,7,15,0.875,1.8932245969772339
0,7,16,1.0,1.85228431224823
0,7,17,0.875,1.8701844215393066
0,7,18,0.75,1.8586910963058472
0,7,19,1.0,1.8213385343551636
0,7,20,0.875,1.7515153884887695
0,7,21,0.625,1.8515608310699463
0,7,22,0.875,1.7334471940994263
0,7,23,0.875,1.8150784969329834
0,7,24,0.875,1.7394661903381348
0,7,25,1.0,1.6760094165802002
0,7,26,1.0,1.7226719856262207
0,7,27,1.0,1.7355964183807373
0,7,28,1.0,1.7088872194290161
0,7,29,1.0,1.681713342666626
0,7,30,1.0,1.7521828413009644
0,7,31,0.75,1.8143763542175293
0,7,32,0.625,1.8713105916976929
0,7,33,0.875,1.8986902236938477
0,7,34,0.75,1.8385224342346191
0,7,35,0.875,1.8911317586898804
0,7,36,0.5,2.1115143299102783
0,7,37,0.75,1.9480348825454712
0,7,38,0.75,1.8439276218414307
0,7,39,1.0,1.7012085914611816
0,7,40,0.875,1.6977577209472656
0,7,41,0.75,1.7812795639038086
0,7,42,0.875,1.779301643371582
0,7,43,0.75,1.7854501008987427
0,7,44,1.0,1.7225662469863892
0,7,45,1.0,1.7072269916534424
0,7,46,1.0,1.7041897773742676
0,7,47,1.0,1.7285312414169312
0,7,48,1.0,1.701356291770935
0,7,49,1.0,1.8048995733261108
0,7,50,0.75,1.9363656044006348
0,8,0,1.0,1.7092615365982056
0,8,1,1.0,1.7656426429748535
0,8,2,1.0,1.740967035293579
0,8,3,0.5,1.9562653303146362
0,8,4,0.875,1.7747496366500854
0,8,5,1.0,1.695992350578308
0,8,6,0.875,1.7548811435699463
0,8,7,1.0,1.8150644302368164
0,8,8,1.0,1.8066966533660889
0,8,9,0.875,1.7667465209960938
0,8,10,0.875,1.8265715837478638
0,8,11,1.0,1.7679938077926636
0,8,12,1.0,1.8293466567993164
0,8,13,0.875,1.9129618406295776
0,8,14,0.875,1.8423300981521606
0,8,15,0.875,1.8661283254623413
0,8,16,1.0,1.8381818532943726
0,8,17,0.875,1.862176537513733
0,8,18,0.875,1.8322712182998657
0,8,19,0.875,1.8135762214660645
0,8,20,0.875,1.740660548210144
0,8,21,0.75,1.8410831689834595
0,8,22,0.75,1.7325068712234497
0,8,23,0.875,1.7978365421295166
0,8,24,0.875,1.7387293577194214
0,8,25,1.0,1.6751844882965088
0,8,26,1.0,1.7166553735733032
0,8,27,1.0,1.7317911386489868
0,8,28,1.0,1.6909514665603638
0,8,29,1.0,1.6873223781585693
0,8,30,0.875,1.7759968042373657
0,8,31,0.75,1.8466356992721558
0,8,32,0.625,1.8786519765853882
0,8,33,0.875,1.900219202041626
0,8,34,0.875,1.8409011363983154
0,8,35,0.875,1.8856033086776733
0,8,36,0.5,2.1042771339416504
0,8,37,0.875,1.9367494583129883
0,8,38,0.75,1.8351517915725708
0,8,39,1.0,1.6963852643966675
0,8,40,1.0,1.6889420747756958
0,8,41,0.875,1.7669199705123901
0,8,42,0.875,1.7811145782470703
0,8,43,0.875,1.7845114469528198
0,8,44,1.0,1.7035771608352661
0,8,45,1.0,1.7071051597595215
0,8,46,1.0,1.7058302164077759
0,8,47,1.0,1.7164181470870972
0,8,48,1.0,1.7001686096191406
0,8,49,1.0,1.7994446754455566
0,8,50,0.75,1.916745901107788
0,9,0,1.0,1.7173516750335693
0,9,1,1.0,1.7639796733856201
0,9,2,1.0,1.7573961019515991
0,9,3,0.625,1.9296667575836182
0,9,4,1.0,1.769531011581421
0,9,5,1.0,1.6966443061828613
0,9,6,0.875,1.756179928779602
0,9,7,0.875,1.8005558252334595
0,9,8,1.0,1.7915983200073242
0,9,9,1.0,1.7645914554595947
0,9,10,0.875,1.8394676446914673
0,9,11,1.0,1.7499884366989136
0,9,12,0.875,1.8224252462387085
0,9,13,0.875,1.919903039932251
0,9,14,0.875,1.8343802690505981
0,9,15,0.875,1.8507789373397827
0,9,16,0.75,1.8481130599975586
0,9,17,0.875,1.8496488332748413
0,9,18,0.875,1.8252593278884888
0,9,19,1.0,1.801385521888733
0,9,20,1.0,1.7455077171325684
0,9,21,0.75,1.8404581546783447
0,9,22,0.75,1.7476036548614502
0,9,23,0.875,1.7844821214675903
0,9,24,0.875,1.7416138648986816
0,9,25,1.0,1.6718865633010864
0,9,26,1.0,1.7041946649551392
0,9,27,1.0,1.7241227626800537
0,9,28,0.875,1.7081940174102783
0,9,29,1.0,1.6673532724380493
0,9,30,1.0,1.7449034452438354
0,9,31,0.75,1.8429286479949951
0,9,32,0.625,1.8466252088546753
0,9,33,0.875,1.8947807550430298
0,9,34,0.875,1.8171305656433105
0,9,35,0.875,1.8970105648040771
0,9,36,0.5,2.1007297039031982
0,9,37,0.75,1.9632364511489868
0,9,38,0.75,1.838334560394287
0,9,39,1.0,1.6934221982955933
0,9,40,1.0,1.701515555381775
0,9,41,0.75,1.7934504747390747
0,9,42,0.875,1.7835686206817627
0,9,43,0.875,1.7812479734420776
0,9,44,1.0,1.706174373626709
0,9,45,1.0,1.6935011148452759
0,9,46,1.0,1.6935837268829346
0,9,47,1.0,1.7032932043075562
0,9,48,1.0,1.7046808004379272
0,9,49,1.0,1.8052259683609009
0,9,50,0.75,1.936287760734558
