,Epoch,Iteration,Accuracy,Loss,Top3
0,0,0,0.25,440.9236145019531,0.5
0,0,1,0.0,24.509965896606445,0.0
0,0,2,0.125,24.509965896606445,0.375
0,0,3,0.125,24.509965896606445,0.375
0,0,4,0.125,24.509965896606445,0.25
0,0,5,0.0,24.509965896606445,0.125
0,0,6,0.125,24.509965896606445,0.375
0,0,7,0.125,24.509965896606445,0.375
0,0,8,0.0,24.509965896606445,0.125
0,0,9,0.125,24.509965896606445,0.25
0,0,10,0.0,24.509965896606445,0.25
0,0,11,0.125,24.509965896606445,0.375
0,0,12,0.0,24.509965896606445,0.125
0,0,13,0.125,24.509965896606445,0.25
0,0,14,0.125,24.509965896606445,0.375
0,0,15,0.125,24.509965896606445,0.375
0,0,16,0.0,24.509965896606445,0.0
0,0,17,0.125,24.509965896606445,0.375
0,0,18,0.125,24.509965896606445,0.375
0,0,19,0.125,24.509965896606445,0.25
0,0,20,0.0,24.509965896606445,0.125
0,0,21,0.125,24.509965896606445,0.375
0,0,22,0.125,24.509965896606445,0.375
0,0,23,0.0,24.509965896606445,0.125
0,0,24,0.125,24.509965896606445,0.25
0,0,25,0.125,24.509965896606445,0.375
0,0,26,0.125,24.509965896606445,0.375
0,0,27,0.0,24.509965896606445,0.0
0,0,28,0.125,24.509965896606445,0.375
0,0,29,0.125,24.509965896606445,0.375
0,0,30,0.125,24.509965896606445,0.25
0,0,31,0.0,24.509965896606445,0.125
0,0,32,0.125,24.46442413330078,0.375
0,0,33,0.125,24.509965896606445,0.375
0,0,34,0.0,24.509965896606445,0.125
0,0,35,0.125,24.46442413330078,0.25
0,0,36,0.125,24.509965896606445,0.375
0,0,37,0.125,24.509965896606445,0.375
0,0,38,0.0,24.509965896606445,0.0
0,0,39,0.125,24.509965896606445,0.375
0,0,40,0.125,24.496400833129883,0.375
0,0,41,0.25,21.890031814575195,0.375
0,0,42,0.0,24.348997116088867,0.125
0,0,43,0.125,22.136226654052734,0.375
0,0,44,0.125,23.96971321105957,0.375
0,0,45,0.0,22.603195190429688,0.125
0,0,46,0.125,21.452430725097656,0.25
0,0,47,0.125,60.704917907714844,0.375
0,0,48,0.125,27.27489471435547,0.375
0,0,49,0.0,16.70476722717285,0.125
0,0,50,0.25,21.303627014160156,0.375
0,0,51,0.125,22.044397354125977,0.375
0,0,52,0.125,22.247695922851562,0.25
0,0,53,0.0,23.352664947509766,0.125
0,0,54,0.125,23.417469024658203,0.375
0,0,55,0.125,23.09193229675293,0.375
0,0,56,0.0,23.43891716003418,0.125
0,0,57,0.125,24.47351837158203,0.25
0,0,58,0.125,24.509965896606445,0.375
0,0,59,0.125,24.509965896606445,0.375
0,0,60,0.0,24.509965896606445,0.0
0,0,61,0.125,24.509965896606445,0.375
0,0,62,0.125,24.509965896606445,0.375
0,0,63,0.125,24.509965896606445,0.25
0,0,64,0.0,24.509965896606445,0.125
0,0,65,0.125,24.509965896606445,0.375
0,0,66,0.125,24.509965896606445,0.375
0,0,67,0.0,24.509965896606445,0.125
0,0,68,0.125,24.509965896606445,0.25
0,0,69,0.125,24.509965896606445,0.375
0,0,70,0.125,24.509965896606445,0.375
0,0,71,0.0,24.509965896606445,0.0
0,0,72,0.125,24.509965896606445,0.375
0,0,73,0.125,24.509965896606445,0.375
0,0,74,0.125,24.509965896606445,0.25
0,0,75,0.0,24.509965896606445,0.125
0,0,76,0.125,24.509965896606445,0.375
0,0,77,0.125,24.509965896606445,0.375
0,0,78,0.0,24.509965896606445,0.125
0,0,79,0.125,24.509965896606445,0.25
0,0,80,0.125,24.509965896606445,0.375
